index,name,uniprot,gene_name,outlier_frequency_in_diabetes,outlier_frequency_in_pre_diab
MET_P46379,MET_P46379,P46379,BAG6,0.0,0.0
MET_P50452,MET_P50452,P50452,SERPINB8,0.0,0.0
MET_P50995,MET_P50995,P50995,ANXA11,0.0,0.0
MET_P51693,MET_P51693,P51693,APLP1,0.0,0.0
MET_P51858,MET_P51858,P51858,HDGF,0.0,0.0
MET_P52888,MET_P52888,P52888,THOP1,0.0,0.0
MET_P98082,MET_P98082,P98082,DAB2,0.0,0.0
MET_Q01973,MET_Q01973,Q01973,ROR1,0.0,0.0
MET_Q02790,MET_Q02790,Q02790,FKBP4,0.0,0.0
MET_Q03403,MET_Q03403,Q03403,TFF2,0.0,0.0
MET_Q04900,MET_Q04900,Q04900,CD164,0.0,0.0
MET_Q06418,MET_Q06418,Q06418,TYRO3,0.0,0.0
MET_Q13275,MET_Q13275,Q13275,SEMA3F,0.0,0.0
MET_Q15155,MET_Q15155,Q15155,NOMO1,0.0,0.0
MET_Q15846,MET_Q15846,Q15846,CLUL1,0.0,0.0
MET_Q16773,MET_Q16773,Q16773,CCBL1,0.0,0.0
MET_Q16820,MET_Q16820,Q16820,MEP1B,0.0,0.0
MET_Q641Q3,MET_Q641Q3,Q641Q3,METRNL,0.0,0.0
MET_Q6UWV6,MET_Q6UWV6,Q6UWV6,ENPP7,0.0,0.0
MET_Q6WN34,MET_Q6WN34,Q6WN34,CHRDL2,0.0,0.0
MET_Q76M96,MET_Q76M96,Q76M96,CCDC80,0.0,0.0
MET_Q86VZ4,MET_Q86VZ4,Q86VZ4,LRP11,0.0,0.0
MET_Q8IZP9,MET_Q8IZP9,Q8IZP9,GPR64,0.0,0.0
MET_Q8N1Q1,MET_Q8N1Q1,Q8N1Q1,CA13,0.0,0.0
MET_Q8NBJ7,MET_Q8NBJ7,Q8NBJ7,SUMF2,0.0,0.0
MET_Q8NBS9,MET_Q8NBS9,Q8NBS9,TXNDC5,0.0,0.0
MET_Q8NI22,MET_Q8NI22,Q8NI22,MCFD2,0.0,0.0
MET_Q8WTU2,MET_Q8WTU2,Q8WTU2,SRCRB4D,0.0,0.0
MET_Q8WVQ1,MET_Q8WVQ1,Q8WVQ1,CANT1,0.0,0.0
MET_Q8WX77,MET_Q8WX77,Q8WX77,IGFBPL1,0.0,0.0
MET_Q92520,MET_Q92520,Q92520,FAM3C,0.0,0.0
MET_Q92692,MET_Q92692,Q92692,PVRL2,0.0,0.0
MET_Q96JA1,MET_Q96JA1,Q96JA1,LRIG1,0.0,0.0
MET_Q96LA6,MET_Q96LA6,Q96LA6,FCRL1,0.0,0.0
MET_Q9BQB4,MET_Q9BQB4,Q9BQB4,SOST,0.0,0.0
MET_Q9BYZ8,MET_Q9BYZ8,Q9BYZ8,REG4,0.0,0.0
MET_Q9BZR6,MET_Q9BZR6,Q9BZR6,RTN4R,0.0,0.0
MET_Q9GZM7,MET_Q9GZM7,Q9GZM7,TINAGL1,0.0,0.0
MET_Q9H4D0,MET_Q9H4D0,Q9H4D0,CLSTN2,0.0,0.0
MET_Q9H6B4,MET_Q9H6B4,Q9H6B4,CLMP,0.0,0.0
MET_Q9HBB8,MET_Q9HBB8,Q9HBB8,CDHR5,0.0,0.0
MET_Q9NPH0,MET_Q9NPH0,Q9NPH0,ACP6,0.0,0.0
MET_Q9NQX5,MET_Q9NQX5,Q9NQX5,NPDC1,0.0,0.0
MET_Q9NR28,MET_Q9NR28,Q9NR28,DIABLO,0.0,0.0
MET_Q9NWQ8,MET_Q9NWQ8,Q9NWQ8,PAG1,0.0,0.0
MET_Q9NY25,MET_Q9NY25,Q9NY25,CLEC5A,0.0,0.0
MET_Q9UBU3,MET_Q9UBU3,Q9UBU3,GHRL,0.0,0.0
MET_Q9UHL4,MET_Q9UHL4,Q9UHL4,DPP7,0.0,0.0
MET_Q9UHX3,MET_Q9UHX3,Q9UHX3,EMR2,0.0,0.0
MET_Q9UKJ0,MET_Q9UKJ0,Q9UKJ0,PILRB,0.0,0.0
MET_Q9Y286,MET_Q9Y286,Q9Y286,SIGLEC7,0.0,0.0
MET_Q9Y5K6,MET_Q9Y5K6,Q9Y5K6,CD2AP,0.0,0.0
NEU1_O00214,NEU1_O00214,O00214,LGALS8,0.0,0.0
NEU1_O14594,NEU1_O14594,O14594,NCAN,0.0,0.0
NEU1_O14793,NEU1_O14793,O14793,MSTN,0.0,0.0
NEU1_O15197,NEU1_O15197,O15197,EPHB6,0.0,0.0
NEU1_O15232,NEU1_O15232,O15232,MATN3,0.0,0.0
NEU1_O43155,NEU1_O43155,O43155,FLRT2,0.0,0.0
NEU1_O43157,NEU1_O43157,O43157,PLXNB1,0.0,0.0
NEU1_O43561,NEU1_O43561,O43561,LAT,0.0,0.0
NEU1_O60462,NEU1_O60462,O60462,NRP2,0.0,0.0
NEU1_O60609,NEU1_O60609,O60609,GFRA3,0.0,0.0
NEU1_O75077,NEU1_O75077,O75077,ADAM23,0.0,0.0
NEU1_O75509,NEU1_O75509,O75509,TNFRSF21,0.0,0.0
NEU1_O94779,NEU1_O94779,O94779,CNTN5,0.0,0.0
NEU1_O95185,NEU1_O95185,O95185,UNC5C,0.0,0.0
NEU1_O95727,NEU1_O95727,O95727,CRTAM,0.0,0.0
NEU1_P01138,NEU1_P01138,P01138,NGF,0.0,0.0
NEU1_P04216,NEU1_P04216,P04216,THY1,0.0,0.0
NEU1_P08473,NEU1_P08473,P08473,MME,0.0,0.0
NEU1_P09919,NEU1_P09919,P09919,CSF3,0.0,0.0
NEU1_P10636,NEU1_P10636,P10636,MAPT,0.0,0.0
NEU1_P12544,NEU1_P12544,P12544,GZMA,0.0,0.0
NEU1_P12644,NEU1_P12644,P12644,BMP4,0.0,0.0
NEU1_P14384,NEU1_P14384,P14384,CPM,0.0,0.0
NEU1_P15151,NEU1_P15151,P15151,PVR,0.0,0.0
NEU1_P15311,NEU1_P15311,P15311,EZR,0.0,0.0
NEU1_P15509,NEU1_P15509,P15509,CSF2RA,0.0,0.0
NEU1_P16234,NEU1_P16234,P16234,PDGFRA,0.0,0.0
NEU1_P17405,NEU1_P17405,P17405,SMPD1,0.0,0.0
NEU1_P21757,NEU1_P21757,P21757,MSR1,0.0,0.0
NEU1_P22223,NEU1_P22223,P22223,CDH3,0.0,0.0
NEU1_P25774,NEU1_P25774,P25774,CTSS,0.0,0.0
NEU1_P28907,NEU1_P28907,P28907,CD38,0.0,0.0
"NEU1_P29460,P29459","NEU1_P29460,P29459","P29460,P29459","IL12B,IL12A",0.0,0.0
NEU1_P30533,NEU1_P30533,P30533,LRPAP1,0.0,0.0
NEU1_P37023,NEU1_P37023,P37023,ACVRL1,0.0,0.0
NEU1_P39905,NEU1_P39905,P39905,GDNF,0.0,0.0
NEU1_P41217,NEU1_P41217,P41217,CD200,0.0,0.0
NEU1_P41271,NEU1_P41271,P41271,NBL1,0.0,0.0
NEU1_P48052,NEU1_P48052,P48052,CPA2,0.0,0.0
NEU1_P52798,NEU1_P52798,P52798,EFNA4,0.0,0.0
NEU1_P53634,NEU1_P53634,P53634,CTSC,0.0,0.0
NEU1_P55145,NEU1_P55145,P55145,MANF,0.0,0.0
NEU1_P55285,NEU1_P55285,P55285,CDH6,0.0,0.0
NEU1_P56159,NEU1_P56159,P56159,GFRA1,0.0,0.0
NEU1_P57087,NEU1_P57087,P57087,JAM2,0.0,0.0
NEU1_P78333,NEU1_P78333,P78333,GPC5,0.0,0.0
NEU1_Q01344,NEU1_Q01344,Q01344,IL5RA,0.0,0.0
NEU1_Q02083,NEU1_Q02083,Q02083,NAAA,0.0,0.0
NEU1_Q08345,NEU1_Q08345,Q08345,DDR1,0.0,0.0
NEU1_Q08629,NEU1_Q08629,Q08629,SPOCK1,0.0,0.0
NEU1_Q08708,NEU1_Q08708,Q08708,CD300C,0.0,0.0
NEU1_Q14108,NEU1_Q14108,Q14108,SCARB2,0.0,0.0
NEU1_Q16288,NEU1_Q16288,Q16288,NTRK3,0.0,0.0
NEU1_Q16620,NEU1_Q16620,Q16620,NTRK2,0.0,0.0
NEU1_Q16719,NEU1_Q16719,Q16719,KYNU,0.0,0.0
NEU1_Q16775,NEU1_Q16775,Q16775,HAGH,0.0,0.0
NEU1_Q2MKA7,NEU1_Q2MKA7,Q2MKA7,RSPO1,0.0,0.0
NEU1_Q2TAL6,NEU1_Q2TAL6,Q2TAL6,VWC2,0.0,0.0
NEU1_Q2VWP7,NEU1_Q2VWP7,Q2VWP7,PRTG,0.0,0.0
NEU1_Q6ISS4,NEU1_Q6ISS4,Q6ISS4,LAIR2,0.0,0.0
NEU1_Q6NW40,NEU1_Q6NW40,Q6NW40,RGMB,0.0,0.0
NEU1_Q6UX15,NEU1_Q6UX15,Q6UX15,LAYN,0.0,0.0
NEU1_Q6ZMJ2,NEU1_Q6ZMJ2,Q6ZMJ2,SCARA5,0.0,0.0
NEU1_Q8IUN9,NEU1_Q8IUN9,Q8IUN9,CLEC10A,0.0,0.0
NEU1_Q8N126,NEU1_Q8N126,Q8N126,CADM3,0.0,0.0
NEU1_Q8NBI3,NEU1_Q8NBI3,Q8NBI3,DRAXIN,0.0,0.0
NEU1_Q8NFP4,NEU1_Q8NFP4,Q8NFP4,MDGA1,0.0,0.0
NEU1_Q8TD46,NEU1_Q8TD46,Q8TD46,CD200R1,0.0,0.0
NEU1_Q8TDQ1,NEU1_Q8TDQ1,Q8TDQ1,CD300LF,0.0,0.0
NEU1_Q92752,NEU1_Q92752,Q92752,TNR,0.0,0.0
NEU1_Q92765,NEU1_Q92765,Q92765,FRZB,0.0,0.0
NEU1_Q92823,NEU1_Q92823,Q92823,NRCAM,0.0,0.0
NEU1_Q96B86,NEU1_Q96B86,Q96B86,RGMA,0.0,0.0
NEU1_Q96GP6,NEU1_Q96GP6,Q96GP6,SCARF2,0.0,0.0
NEU1_Q96GW7,NEU1_Q96GW7,Q96GW7,BCAN,0.0,0.0
NEU1_Q96LA5,NEU1_Q96LA5,Q96LA5,FCRL2,0.0,0.0
NEU1_Q96NZ8,NEU1_Q96NZ8,Q96NZ8,WFIKKN1,0.0,0.0
NEU1_Q9BS40,NEU1_Q9BS40,Q9BS40,LXN,0.0,0.0
NEU1_Q9BZM5,NEU1_Q9BZM5,Q9BZM5,ULBP2,0.0,0.0
NEU1_Q9BZZ2,NEU1_Q9BZZ2,Q9BZZ2,SIGLEC1,0.0,0.0
NEU1_Q9H3S3,NEU1_Q9H3S3,Q9H3S3,TMPRSS5,0.0,0.0
NEU1_Q9H3U7,NEU1_Q9H3U7,Q9H3U7,SMOC2,0.0,0.0
NEU1_Q9HAN9,NEU1_Q9HAN9,Q9HAN9,NMNAT1,0.0,0.0
NEU1_Q9HAV5,NEU1_Q9HAV5,Q9HAV5,EDA2R,0.0,0.0
NEU1_Q9HCK4,NEU1_Q9HCK4,Q9HCK4,ROBO2,0.0,0.0
NEU1_Q9NP84,NEU1_Q9NP84,Q9NP84,TNFRSF12A,0.0,0.0
NEU1_Q9NR71,NEU1_Q9NR71,Q9NR71,ASAH2,0.0,0.0
NEU1_Q9P0K1,NEU1_Q9P0K1,Q9P0K1,ADAM22,0.0,0.0
NEU1_Q9P126,NEU1_Q9P126,Q9P126,CLEC1B,0.0,0.0
NEU1_Q9UBT3,NEU1_Q9UBT3,Q9UBT3,DKK4,0.0,0.0
NEU1_Q9ULL4,NEU1_Q9ULL4,Q9ULL4,PLXNB3,0.0,0.0
NEU1_Q9Y336,NEU1_Q9Y336,Q9Y336,SIGLEC9,0.0,0.0
NEX_O00308,NEX_O00308,O00308,WWP2,0.0,0.0
NEX_O14944,NEX_O14944,O14944,EREG,0.0,0.0
NEX_O15263,NEX_O15263,O15263,"DEFB4B,DEFB4A",0.0,0.0
NEX_O15496,NEX_O15496,O15496,PLA2G10,0.0,0.0
NEX_O76070,NEX_O76070,O76070,SNCG,0.0,0.0
NEX_O94985,NEX_O94985,O94985,CLSTN1,0.0,0.0
NEX_P06748,NEX_P06748,P06748,NPM1,0.0,0.0
NEX_P07196,NEX_P07196,P07196,NEFL,0.0,0.0
NEX_P07306,NEX_P07306,P07306,ASGR1,0.0,0.0
NEX_P08962,NEX_P08962,P08962,CD63,0.0,0.0
NEX_P09211,NEX_P09211,P09211,GSTP1,0.0,0.0
NEX_P09466,NEX_P09466,P09466,PAEP,0.0,0.0
NEX_P11464,NEX_P11464,P11464,PSG1,0.0,0.0
NEX_P11684,NEX_P11684,P11684,SCGB1A1,0.0,0.0
NEX_P13284,NEX_P13284,P13284,IFI30,0.0,0.0
NEX_P13385,NEX_P13385,P13385,TDGF1,0.0,0.0
NEX_P14207,NEX_P14207,P14207,FOLR2,0.0,0.0
NEX_P14625,NEX_P14625,P14625,HSP90B1,0.0,0.0
NEX_P16444,NEX_P16444,P16444,DPEP1,0.0,0.0
NEX_P18031,NEX_P18031,P18031,PTPN1,0.0,0.0
NEX_P19801,NEX_P19801,P19801,AOC1,0.0,0.0
NEX_P20138,NEX_P20138,P20138,CD33,0.0,0.0
NEX_P21802,NEX_P21802,P21802,FGFR2,0.0,0.0
NEX_P23443,NEX_P23443,P23443,RPS6KB1,0.0,0.0
NEX_P23588,NEX_P23588,P23588,EIF4B,0.0,0.0
NEX_P24001,NEX_P24001,P24001,IL32,0.0,0.0
NEX_P24071,NEX_P24071,P24071,FCAR,0.0,0.0
NEX_P26951,NEX_P26951,P26951,IL3RA,0.0,0.0
NEX_P29218,NEX_P29218,P29218,IMPA1,0.0,0.0
NEX_P30519,NEX_P30519,P30519,HMOX2,0.0,0.0
NEX_P32456,NEX_P32456,P32456,GBP2,0.0,0.0
NEX_P32926,NEX_P32926,P32926,DSG3,0.0,0.0
NEX_P36269,NEX_P36269,P36269,GGT5,0.0,0.0
NEX_P37108,NEX_P37108,P37108,SRP14,0.0,0.0
NEX_P40198,NEX_P40198,P40198,CEACAM3,0.0,0.0
NEX_P40933,NEX_P40933,P40933,IL15,0.0,0.0
NEX_P41208,NEX_P41208,P41208,CETN2,0.0,0.0
NEX_P41227,NEX_P41227,P41227,NAA10,0.0,0.0
NEX_P42892,NEX_P42892,P42892,ECE1,0.0,0.0
NEX_P43628,NEX_P43628,P43628,KIR2DL3,0.0,0.0
NEX_P48357,NEX_P48357,P48357,LEPR,0.0,0.0
NEX_P49789,NEX_P49789,P49789,FHIT,0.0,0.0
NEX_P51452,NEX_P51452,P51452,DUSP3,0.0,0.0
NEX_P52943,NEX_P52943,P52943,CRIP2,0.0,0.0
NEX_P55291,NEX_P55291,P55291,CDH15,0.0,0.0
NEX_P58417,NEX_P58417,P58417,NXPH1,0.0,0.0
NEX_P63098,NEX_P63098,P63098,PPP3R1,0.0,0.0
NEX_P78560,NEX_P78560,P78560,CRADD,0.0,0.0
NEX_Q03393,NEX_Q03393,Q03393,PTS,0.0,0.0
NEX_Q06323,NEX_Q06323,Q06323,PSME1,0.0,0.0
NEX_Q10589,NEX_Q10589,Q10589,BST2,0.0,0.0
NEX_Q12864,NEX_Q12864,Q12864,CDH17,0.0,0.0
NEX_Q13444,NEX_Q13444,Q13444,ADAM15,0.0,0.0
NEX_Q13451,NEX_Q13451,Q13451,FKBP5,0.0,0.0
NEX_Q14956,NEX_Q14956,Q14956,GPNMB,0.0,0.0
NEX_Q15126,NEX_Q15126,Q15126,PMVK,0.0,0.0
NEX_Q16619,NEX_Q16619,Q16619,CTF1,0.0,0.0
NEX_Q16864,NEX_Q16864,Q16864,ATP6V1F,0.0,0.0
NEX_Q5JZY3,NEX_Q5JZY3,Q5JZY3,EPHA10,0.0,0.0
NEX_Q6UWL6,NEX_Q6UWL6,Q6UWL6,KIRREL2,0.0,0.0
NEX_Q6UX27,NEX_Q6UX27,Q6UX27,VSTM1,0.0,0.0
NEX_Q6UXK2,NEX_Q6UXK2,Q6UXK2,ISLR2,0.0,0.0
NEX_Q86Z14,NEX_Q86Z14,Q86Z14,KLB,0.0,0.0
NEX_Q8IU54,NEX_Q8IU54,Q8IU54,IFNL1,0.0,0.0
NEX_Q8IX05,NEX_Q8IX05,Q8IX05,CD302,0.0,0.0
NEX_Q8N474,NEX_Q8N474,Q8N474,SFRP1,0.0,0.0
NEX_Q8TCT1,NEX_Q8TCT1,Q8TCT1,PHOSPHO1,0.0,0.0
NEX_Q92597,NEX_Q92597,Q92597,NDRG1,0.0,0.0
NEX_Q969M7,NEX_Q969M7,Q969M7,UBE2F,0.0,0.0
NEX_Q96B36,NEX_Q96B36,Q96B36,AKT1S1,0.0,0.0
NEX_Q96EK5,NEX_Q96EK5,Q96EK5,KIAA1279,0.0,0.0
NEX_Q96EP0,NEX_Q96EP0,Q96EP0,RNF31,0.0,0.0
NEX_Q96IU4,NEX_Q96IU4,Q96IU4,ABHD14B,0.0,0.0
NEX_Q96RJ3,NEX_Q96RJ3,Q96RJ3,TNFRSF13C,0.0,0.0
NEX_Q99426,NEX_Q99426,Q99426,TBCB,0.0,0.0
NEX_Q9BTE6,NEX_Q9BTE6,Q9BTE6,"PTGES3L-AARSD1,AARSD1",0.0,0.0
NEX_Q9BW30,NEX_Q9BW30,Q9BW30,TPPP3,0.0,0.0
NEX_Q9BYC5,NEX_Q9BYC5,Q9BYC5,FUT8,0.0,0.0
NEX_Q9H0C8,NEX_Q9H0C8,Q9H0C8,ILKAP,0.0,0.0
NEX_Q9H477,NEX_Q9H477,Q9H477,RBKS,0.0,0.0
NEX_Q9H4A9,NEX_Q9H4A9,Q9H4A9,DPEP2,0.0,0.0
NEX_Q9H4F8,NEX_Q9H4F8,Q9H4F8,SMOC1,0.0,0.0
NEX_Q9NRG1,NEX_Q9NRG1,Q9NRG1,PRTFDC1,0.0,0.0
NEX_Q9UHV9,NEX_Q9UHV9,Q9UHV9,PFDN2,0.0,0.0
NEX_Q9UJ72,NEX_Q9UJ72,Q9UJ72,ANXA10,0.0,0.0
NEX_Q9UK53,NEX_Q9UK53,Q9UK53,ING1,0.0,0.0
NEX_Q9UKS7,NEX_Q9UKS7,Q9UKS7,IKZF2,0.0,0.0
NEX_Q9Y2V2,NEX_Q9Y2V2,Q9Y2V2,CARHSP1,0.0,0.0
NEX_Q9Y4X3,NEX_Q9Y4X3,Q9Y4X3,CCL27,0.0,0.0
NEX_Q9Y5P4,NEX_Q9Y5P4,Q9Y5P4,COL4A3BP,0.0,0.0
NEX_Q9Y680,NEX_Q9Y680,Q9Y680,FKBP7,0.0,0.0
NEX_Q9Y6D9,NEX_Q9Y6D9,Q9Y6D9,MAD1L1,0.0,0.0
ODA_O00186,ODA_O00186,O00186,STXBP3,0.0,0.0
ODA_O00748,ODA_O00748,O00748,CES2,0.0,0.0
ODA_O14713,ODA_O14713,O14713,ITGB1BP1,0.0,0.0
ODA_O15357,ODA_O15357,O15357,INPPL1,0.0,0.0
ODA_O43570,ODA_O43570,O43570,CA12,0.0,0.0
ODA_O43854,ODA_O43854,O43854,EDIL3,0.0,0.0
ODA_O60240,ODA_O60240,O60240,PLIN1,0.0,0.0
ODA_O60760,ODA_O60760,O60760,HPGDS,0.0,0.0
ODA_O60934,ODA_O60934,O60934,NBN,0.0,0.0
ODA_O75354,ODA_O75354,O75354,ENTPD6,0.0,0.0
ODA_O75569,ODA_O75569,O75569,PRKRA,0.0,0.0
ODA_O75688,ODA_O75688,O75688,PPM1B,0.0,0.0
ODA_O75787,ODA_O75787,O75787,ATP6AP2,0.0,0.0
ODA_O95831,ODA_O95831,O95831,AIFM1,0.0,0.0
ODA_O95994,ODA_O95994,O95994,AGR2,0.0,0.0
ODA_P01229,ODA_P01229,P01229,LHB,0.0,0.0
ODA_P01258,ODA_P01258,P01258,CALCA,0.0,0.0
ODA_P01588,ODA_P01588,P01588,EPO,0.0,0.0
ODA_P06850,ODA_P06850,P06850,CRH,0.0,0.0
ODA_P07332,ODA_P07332,P07332,FES,0.0,0.0
ODA_P07947,ODA_P07947,P07947,YES1,0.0,0.0
ODA_P09769,ODA_P09769,P09769,FGR,0.0,0.0
ODA_P09960,ODA_P09960,P09960,LTA4H,0.0,0.0
ODA_P19429,ODA_P19429,P19429,TNNI3,0.0,0.0
ODA_P19878,ODA_P19878,P19878,NCF2,0.0,0.0
ODA_P20472,ODA_P20472,P20472,PVALB,0.0,0.0
ODA_P20936,ODA_P20936,P20936,RASA1,0.0,0.0
ODA_P21246,ODA_P21246,P21246,PTN,0.0,0.0
ODA_P23582,ODA_P23582,P23582,NPPC,0.0,0.0
ODA_P25786,ODA_P25786,P25786,PSMA1,0.0,0.0
ODA_P27797,ODA_P27797,P27797,CALR,0.0,0.0
ODA_P29474,ODA_P29474,P29474,NOS3,0.0,0.0
ODA_P30838,ODA_P30838,P30838,ALDH3A1,0.0,0.0
ODA_P35070,ODA_P35070,P35070,BTC,0.0,0.0
ODA_P40121,ODA_P40121,P40121,CAPG,0.0,0.0
ODA_P42658,ODA_P42658,P42658,DPP6,0.0,0.0
ODA_P42768,ODA_P42768,P42768,WAS,0.0,0.0
ODA_P48730,ODA_P48730,P48730,CSNK1D,0.0,0.0
ODA_P49023,ODA_P49023,P49023,PXN,0.0,0.0
ODA_P49763-3,ODA_P49763-3,P49763,PGF,0.0,0.0
ODA_P49767,ODA_P49767,P49767,VEGFC,0.0,0.0
ODA_P49788,ODA_P49788,P49788,RARRES1,0.0,0.0
ODA_P50749,ODA_P50749,P50749,RASSF2,0.0,0.0
ODA_P53539,ODA_P53539,P53539,FOSB,0.0,0.0
ODA_P53582,ODA_P53582,P53582,METAP1,0.0,0.0
ODA_P55957,ODA_P55957,P55957,BID,0.0,0.0
ODA_P61244,ODA_P61244,P61244,MAX,0.0,0.0
ODA_P68106,ODA_P68106,P68106,FKBP1B,0.0,0.0
ODA_P80303,ODA_P80303,P80303,NUCB2,0.0,0.0
ODA_P98073,ODA_P98073,P98073,TMPRSS15,0.0,0.0
ODA_Q02246,ODA_Q02246,Q02246,CNTN2,0.0,0.0
ODA_Q02880,ODA_Q02880,Q02880,TOP2B,0.0,0.0
ODA_Q03426,ODA_Q03426,Q03426,MVK,0.0,0.0
ODA_Q07954,ODA_Q07954,Q07954,LRP1,0.0,0.0
ODA_Q0Z7S8,ODA_Q0Z7S8,Q0Z7S8,FABP9,0.0,0.0
ODA_Q11201,ODA_Q11201,Q11201,ST3GAL1,0.0,0.0
ODA_Q12778,ODA_Q12778,Q12778,FOXO1,0.0,0.0
ODA_Q12913,ODA_Q12913,Q12913,PTPRJ,0.0,0.0
ODA_Q13145,ODA_Q13145,Q13145,BAMBI,0.0,0.0
ODA_Q13308,ODA_Q13308,Q13308,PTK7,0.0,0.0
ODA_Q15116,ODA_Q15116,Q15116,PDCD1,0.0,0.0
ODA_Q15165,ODA_Q15165,Q15165,PON2,0.0,0.0
ODA_Q15797,ODA_Q15797,Q15797,SMAD1,0.0,0.0
ODA_Q7L5Y9,ODA_Q7L5Y9,Q7L5Y9,MAEA,0.0,0.0
ODA_Q7L8A9,ODA_Q7L8A9,Q7L8A9,VASH1,0.0,0.0
ODA_Q7LG56,ODA_Q7LG56,Q7LG56,RRM2B,0.0,0.0
ODA_Q86SJ6,ODA_Q86SJ6,Q86SJ6,DSG4,0.0,0.0
ODA_Q86SR1,ODA_Q86SR1,Q86SR1,GALNT10,0.0,0.0
ODA_Q86WD7,ODA_Q86WD7,Q86WD7,SERPINA9,0.0,0.0
ODA_Q8IUK5,ODA_Q8IUK5,Q8IUK5,PLXDC1,0.0,0.0
ODA_Q8N8S7,ODA_Q8N8S7,Q8N8S7,ENAH,0.0,0.0
ODA_Q8NC01,ODA_Q8NC01,Q8NC01,CLEC1A,0.0,0.0
ODA_Q8NDB2,ODA_Q8NDB2,Q8NDB2,BANK1,0.0,0.0
ODA_Q96D42,ODA_Q96D42,Q96D42,HAVCR1,0.0,0.0
ODA_Q96RT1,ODA_Q96RT1,Q96RT1,ERBB2IP,0.0,0.0
ODA_Q9BXJ7,ODA_Q9BXJ7,Q9BXJ7,AMN,0.0,0.0
ODA_Q9GZY6,ODA_Q9GZY6,Q9GZY6,LAT2,0.0,0.0
ODA_Q9HAW4,ODA_Q9HAW4,Q9HAW4,CLSPN,0.0,0.0
ODA_Q9NQ88,ODA_Q9NQ88,Q9NQ88,C12orf5,0.0,0.0
ODA_Q9NRA1,ODA_Q9NRA1,Q9NRA1,PDGFC,0.0,0.0
ODA_Q9NXA8,ODA_Q9NXA8,Q9NXA8,SIRT5,0.0,0.0
ODA_Q9P0J1,ODA_Q9P0J1,Q9P0J1,PDP1,0.0,0.0
ODA_Q9UHF1,ODA_Q9UHF1,Q9UHF1,EGFL7,0.0,0.0
ODA_Q9UKL0,ODA_Q9UKL0,Q9UKL0,RCOR1,0.0,0.0
ODA_Q9ULX7,ODA_Q9ULX7,Q9ULX7,CA14,0.0,0.0
ODA_Q9UNK0,ODA_Q9UNK0,Q9UNK0,STX8,0.0,0.0
ODA_Q9Y478,ODA_Q9Y478,Q9Y478,PRKAB1,0.0,0.0
ODA_Q9Y4K4,ODA_Q9Y4K4,Q9Y4K4,MAP4K5,0.0,0.0
ODA_Q9Y5A7,ODA_Q9Y5A7,Q9Y5A7,NUB1,0.0,0.0
ODA_Q9Y5L3,ODA_Q9Y5L3,Q9Y5L3,ENTPD2,0.0,0.0
ODA_Q9Y5V3,ODA_Q9Y5V3,Q9Y5V3,MAGED1,0.0,0.0
ODA_Q9Y653,ODA_Q9Y653,Q9Y653,GPR56,0.0,0.0
ONC2_O00548,ONC2_O00548,O00548,DLL1,0.0,0.0
ONC2_O00592,ONC2_O00592,O00592,PODXL,0.0,0.0
ONC2_O00622,ONC2_O00622,O00622,CYR61,0.0,0.0
ONC2_O14828,ONC2_O14828,O14828,SCAMP3,0.0,0.0
ONC2_O15455,ONC2_O15455,O15455,TLR3,0.0,0.0
ONC2_O43895,ONC2_O43895,O43895,XPNPEP2,0.0,0.0
ONC2_O43927,ONC2_O43927,O43927,CXCL13,0.0,0.0
ONC2_O60259,ONC2_O60259,O60259,KLK8,0.0,0.0
ONC2_O60911,ONC2_O60911,O60911,CTSV,0.0,0.0
ONC2_O75144,ONC2_O75144,O75144,ICOSLG,0.0,0.0
ONC2_O75888,ONC2_O75888,O75888,TNFSF13,0.0,0.0
ONC2_O95274,ONC2_O95274,O95274,LYPD3,0.0,0.0
ONC2_O95388,ONC2_O95388,O95388,WISP1,0.0,0.0
ONC2_O95407,ONC2_O95407,O95407,TNFRSF6B,0.0,0.0
ONC2_O95971,ONC2_O95971,O95971,CD160,0.0,0.0
ONC2_P00519,ONC2_P00519,P00519,ABL1,0.0,0.0
ONC2_P01133,ONC2_P01133,P01133,EGF,0.0,0.0
ONC2_P01135,ONC2_P01135,P01135,TGFA,0.0,0.0
ONC2_P01298,ONC2_P01298,P01298,PPY,0.0,0.0
ONC2_P04083,ONC2_P04083,P04083,ANXA1,0.0,0.0
ONC2_P04626,ONC2_P04626,P04626,ERBB2,0.0,0.0
ONC2_P05231,ONC2_P05231,P05231,IL6,0.0,0.0
ONC2_P06731,ONC2_P06731,P06731,CEACAM5,0.0,0.0
ONC2_P06756,ONC2_P06756,P06756,ITGAV,0.0,0.0
ONC2_P07948,ONC2_P07948,P07948,LYN,0.0,0.0
ONC2_P07949,ONC2_P07949,P07949,RET,0.0,0.0
ONC2_P08069,ONC2_P08069,P08069,IGF1R,0.0,0.0
ONC2_P08670,ONC2_P08670,P08670,VIM,0.0,0.0
ONC2_P09326,ONC2_P09326,P09326,CD48,0.0,0.0
ONC2_P09382,ONC2_P09382,P09382,LGALS1,0.0,0.0
ONC2_P09486,ONC2_P09486,P09486,SPARC,0.0,0.0
ONC2_P09958,ONC2_P09958,P09958,FURIN,0.0,0.0
ONC2_P10144,ONC2_P10144,P10144,GZMB,0.0,0.0
